SIZE	MOTIF_SIZE	UNIQUENESS	REPRESENTATIVE	INSTANCES
719	8	1	7o7y_48_772	7o7y_48_772,7o7y_50_1403,6th6_65_555,7m4y_19_495,6th6_16_555,6frk_1_714,7m4y_9_698,3q1q_4_466,7o7y_18_726,7m4y_7_467,6th6_10_2432,6zu5_29_852,6th6_14_635,6zu5_18_1487,3q1q_6_443,6th6_11_889,6me0_11_713,6me0_2_599,6th6_27_1125,7c79_0_1271,6frk_1_876,7m4y_64_388,7o7y_48_783,6th6_8_2483,2z75_1_793,6th6_92_924,6th6_11_1300,7o7y_8_641,6frk_1_875,6th6_36_777,6frk_1_590,6th6_63_431,6zu5_5_2357,6th6_5_9427,7m4y_13_8263,7m4y_68_1241,7o7y_3_4873,7o7y_2_1558,2gdi_0_289,7m4y_50_730,7o7y_2_1756,7m4y_16_584,6zu5_21_702,6th6_52_1720,7ez2_0_1249,6zu5_29_1024,6th6_27_1401,6th6_11_1074,6zu5_29_1025,7o7y_49_1309,6zu5_10_2618,7m4y_29_1131,6th6_1_467,6me0_15_1255,7o7y_88_1332,6zu5_18_1463,3igi_5_603,7m4y_12_1136,6th6_24_2620,7o7y_44_1505,6th6_11_1075,6zu5_10_3964,7o7y_50_1723,7o7y_0_14022,7o7y_41_600,7m4y_64_510,7m4y_33_2514,7m4y_5_419,7o7y_0_8531,7o7y_88_1309,7o7y_23_1392,6zu5_5_2751,7o7y_49_1142,6th6_92_931,6th6_15_463,7m4y_53_930,6th6_5_12389,7m4y_13_6790,7o7y_3_4823,7o7y_50_1928,2z75_0_454,6zu5_24_1121,6th6_13_1096,6zu5_7_562,6th6_5_8733,7o7y_25_653,6th6_65_743,3q1q_3_1434,7ez2_1_494,7o7y_51_598,7m4y_72_612,6th6_12_1939,6zu5_11_1077,7o7y_0_14364,6th6_11_1301,7m4y_10_546,6th6_10_1863,7o7y_50_1092,7d1a_8_391,7o7y_15_600,7m4y_13_8256,7o7y_31_882,7m4y_13_8681,7m4y_16_660,3q1q_3_1210,7ez2_0_916,6th6_6_1062,7o7y_0_13885,6th6_52_1748,7m4y_12_1204,7o7y_50_1017,6th6_10_1979,7o7y_44_1718,7m4y_60_616,6zu5_10_3864,6th6_6_1584,7m4y_29_913,7o7y_7_1217,6th6_65_763,7o7y_116_787,6th6_5_9439,6th6_60_812,7o7y_0_11649,7m4y_1_862,6zu5_31_554,6th6_5_12899,6th6_63_430,6th6_8_3141,7o7y_41_601,7m4y_3_3764,7m4y_18_1730,7o7y_0_14372,7m4y_12_1192,6zu5_5_2542,6th6_5_12398,6th6_23_732,7m4y_53_746,7ez2_0_1248,7m4y_34_401,7o7y_19_1267,6th6_5_11511,7o7y_0_13278,6th6_52_1711,7m4y_46_984,6th6_83_726,7m4y_29_1082,6me0_5_353,7m4y_3_4179,6th6_5_12477,7o7y_55_507,6th6_56_1228,3p49_0_720,6me0_15_1337,7o7y_0_11662,6zu5_28_318,7o7y_100_585,7o7y_3_4171,6zu5_7_488,6th6_24_2203,6th6_5_12910,6th6_11_1147,7ez2_0_886,6th6_10_1705,6th6_6_1412,6zu5_24_1141,3q1q_3_1585,7o7y_44_1431,3q1q_3_1427,6th6_10_2213,7o7y_2_1247,6th6_23_1280,7o7y_22_569,6th6_5_11223,7o7y_48_864,7o7y_37_467,7o7y_23_1037,7m4y_34_402,6th6_12_1528,7m4y_1_716,3p49_0_794,6th6_37_254,6th6_5_13274,7o7y_12_971,6th6_10_1989,7m4y_29_1072,6th6_24_2252,7m4y_13_7008,7o7y_0_8518,7o7y_3_3789,6zu5_10_3510,6th6_27_1079,7o7y_3_3332,6zu5_5_2292,7m4y_3_4523,7o7y_69_566,3igi_2_710,7o7y_53_1348,7o7y_0_15260,6th6_12_1949,7m4y_46_905,6th6_5_11930,7m4y_68_1271,6zu5_29_1110,7m4y_13_9595,7o7y_0_8722,7m4y_3_3355,6zu5_11_1039,6me0_4_532,4wfl_0_773,6th6_41_721,6th6_5_13872,6th6_76_913,7m4y_62_647,6th6_33_899,6th6_43_613,7o7y_50_1018,7m4y_128_524,6th6_5_12852,6th6_38_778,6th6_6_1112,7m4y_13_6796,7m4y_61_432,7m4y_92_545,7m4y_11_876,6zu5_10_3047,3igi_2_669,7m4y_35_1297,6th6_5_13779,6zu5_24_857,6th6_59_496,7o7y_12_1142,6me0_15_1566,7m4y_33_2531,7m4y_9_947,6th6_52_1045,6th6_23_844,7o7y_0_13613,6th6_52_1016,7o7y_0_14015,7m4y_53_685,7o7y_22_570,6zu5_0_273,7m4y_16_661,7o7y_30_542,4yaz_0_510,7m4y_38_1107,7o7y_31_939,7o7y_66_1107,7m4y_35_1131,7m4y_64_432,7m4y_29_1136,6th6_10_1854,7c79_0_864,6th6_52_1015,6me0_15_1266,7m4y_13_8624,7m4y_3_3456,7m4y_13_8689,6th6_5_9500,7c79_0_1260,6th6_83_668,6th6_12_2040,7o7y_0_12271,6th6_29_764,7m4y_50_902,3igi_3_683,6th6_65_738,6me0_2_452,6th6_83_719,7m4y_64_509,7m4y_9_697,7o7y_32_300,7o7y_31_728,6th6_6_1411,2z75_0_396,6th6_24_3149,7o7y_22_534,6th6_36_726,6zu5_19_387,6zu5_16_681,6th6_44_460,6me0_4_468,7o7y_0_10678,6zu5_24_1087,7m4y_38_1152,7o7y_49_1106,7c79_0_1007,6frk_1_780,7o7y_41_813,7o7y_15_669,6zu5_10_3936,7m4y_18_1591,6th6_52_1579,7o7y_6_671,7o7y_0_14753,7o7y_49_983,7o7y_0_10694,6zu5_18_1377,7m4y_35_1132,7o7y_65_316,7m4y_6_2195,7m4y_50_819,7m4y_27_687,7o7y_3_4187,6th6_64_418,6th6_29_708,3igi_2_834,7o7y_0_8441,7o7y_18_949,7o7y_12_1661,6th6_5_8693,6th6_10_2431,7o7y_88_1230,6zu5_2_868,6th6_8_3120,7o7y_2_1698,3p49_0_725,7m4y_13_6275,6me0_15_1643,6zu5_10_2554,6zu5_24_1118,6zu5_10_3873,7o7y_0_10724,7m4y_3_2675,7m4y_18_1754,6zu5_10_4025,6me0_15_1583,7m4y_23_611,7m4y_12_1567,7o7y_7_1577,7o7y_53_1189,3q1q_5_230,7m4y_29_927,7m4y_33_2258,3pdr_0_1505,7o7y_15_793,6zu5_2_823,7o7y_0_11402,7o7y_12_1684,7o7y_19_1217,6me0_15_1636,6zu5_28_317,6th6_59_481,6th6_76_890,7m4y_11_822,6zu5_2_878,3igi_2_823,6th6_5_11481,7o7y_3_4247,7o7y_3_4716,7m4y_3_4168,6th6_5_9310,2z75_1_541,6th6_33_684,6th6_27_1124,6th6_54_363,7m4y_3_2877,6th6_56_1051,6th6_15_433,7m4y_38_918,3q1q_4_495,7o7y_3_3859,7m4y_43_853,7m4y_18_1129,6th6_12_2013,7o7y_0_9399,6frk_0_569,6th6_48_991,7o7y_3_3061,3igi_0_451,7m4y_46_786,6th6_6_1538,6zu5_16_522,6th6_11_1148,7m4y_3_4535,7aih_0_1038,6th6_5_8676,6th6_5_12643,7m4y_39_296,2a64_3_685,6th6_5_11520,7o7y_12_1655,6th6_5_10169,7o7y_51_585,7m4y_128_525,7m4y_33_1876,6th6_8_3031,7m4y_9_942,7o7y_41_509,7o7y_0_12792,6zu5_10_3580,6th6_13_955,7m4y_3_4596,7m4y_27_675,7m4y_72_573,7m4y_18_1574,7ez2_0_783,7m4y_70_386,7o7y_0_13853,6zu5_10_3496,6th6_38_844,7o7y_65_447,7o7y_0_11718,7o7y_76_295,6th6_6_1276,7m4y_5_467,6th6_16_554,7o7y_7_1227,7d1a_4_1154,7o7y_3_3776,6zu5_29_1111,7m4y_44_151,6me0_2_568,6th6_24_3218,6th6_5_9140,7o7y_0_12377,3igi_5_457,6th6_41_736,6th6_24_2612,3q1q_3_1139,7o7y_49_1141,7o7y_59_249,6th6_35_605,7m4y_3_3293,7m4y_62_667,6th6_8_2423,6th6_5_10747,6th6_56_1227,7o7y_6_657,6th6_20_342,6th6_12_1519,7o7y_3_4637,6th6_29_528,7o7y_66_957,6zu5_11_860,7m4y_3_5030,6me0_15_1531,6th6_8_2229,6th6_6_1275,6zu5_10_3931,6th6_33_683,2z75_1_791,7o7y_25_503,7m4y_31_658,7o7y_0_14311,7o7y_3_3036,7aih_0_1024,7m4y_13_9032,7m4y_5_418,6th6_19_739,7m4y_19_389,7m4y_4_880,7m4y_18_935,7o7y_69_526,7m4y_50_690,7o7y_0_9792,7o7y_41_510,7o7y_3_2968,7o7y_8_752,3igi_0_633,7aih_2_704,7m4y_62_594,6th6_48_1191,7o7y_15_1132,6zu5_26_593,7d1a_4_1533,6zu5_16_680,6th6_76_786,7o7y_29_502,7o7y_30_599,6th6_8_3140,7m4y_43_797,7o7y_87_584,7o7y_53_1074,7o7y_7_1160,7m4y_18_1539,6zu5_2_681,7m4y_13_6534,6th6_19_885,6zu5_31_522,6th6_5_11952,3p49_0_931,7o7y_0_9297,7m4y_39_305,7m4y_12_1244,7m4y_18_1074,2a64_3_847,6th6_8_3019,7o7y_0_13254,7o7y_55_494,7o7y_2_1557,6zu5_10_4144,7m4y_3_5029,7m4y_43_908,7m4y_60_477,7m4y_13_6215,7o7y_19_1398,6th6_23_1296,7ez2_2_238,6th6_27_1358,7o7y_0_13632,4p8z_2_435,7m4y_53_745,7o7y_53_1283,7o7y_35_1183,6frk_1_781,7m4y_59_511,7o7y_68_714,6th6_76_719,6zu5_10_3552,7o7y_22_505,7o7y_69_476,7o7y_68_894,2gdi_0_334,7m4y_3_2950,7m4y_10_545,6zu5_10_3034,6th6_24_1992,7o7y_3_3322,7m4y_13_7187,6th6_24_2377,7m4y_13_7306,7m4y_13_7230,6th6_52_1157,6th6_5_10697,7o7y_59_231,7m4y_3_3476,7m4y_78_1014,7m4y_1_861,6th6_10_2491,6th6_33_609,6th6_11_1534,6th6_48_1232,7ez2_3_283,7ez2_0_784,6zu5_5_2744,7m4y_62_530,7m4y_11_632,7o7y_3_4872,6th6_33_610,7o7y_0_8696,6zu5_5_2395,6th6_13_987,7o7y_3_3472,6th6_6_1452,6th6_10_2287,7m4y_37_321,7o7y_23_1431,7m4y_92_523,7m4y_72_464,5t83_0_387,6th6_60_697,6zu5_10_2572,6th6_8_2482,7m4y_27_705,7m4y_9_615,6th6_29_512,7m4y_33_2639,7o7y_3_4638,7m4y_13_6985,7o7y_19_1022,7m4y_35_926,6zu5_5_2042,7o7y_0_9743,7o7y_0_15174,7o7y_0_11421,7m4y_13_7355,7m4y_23_595,7o7y_100_639,7m4y_33_2655,2z75_1_847,7o7y_31_713,7o7y_71_1152,7m4y_13_6697,6th6_34_292,6th6_12_2005,6zu5_11_1143,4wfl_0_830,2a64_3_564,6th6_13_840,7m4y_78_549,7m4y_13_8792,6zu5_7_561,7o7y_0_9801,6th6_5_13778,6ues_0_184,7m4y_13_8380,7o7y_3_3830,7m4y_6_1863,7o7y_3_4240,7o7y_12_1549,2a64_0_231,7o7y_12_1628,7m4y_3_4217,7o7y_8_783,7m4y_38_1310,7m4y_3_4586,6th6_83_617,7o7y_35_940,6th6_56_1050,7m4y_3_5107,6th6_5_11614,7o7y_79_232,7m4y_13_6564,7o7y_66_1142,7ez2_1_473,7m4y_13_7873,6th6_52_1606,5fjc_1_403,6th6_18_250,7m4y_13_8846,6th6_48_1392,7o7y_49_982,7ez2_0_1247,7aih_0_947,6zu5_5_2470,7o7y_79_193,6zu5_10_2359,7m4y_76_887,7m4y_33_2473,6th6_20_341,3q1q_6_442,7o7y_0_12456,7m4y_9_616,6th6_53_604,7ez2_3_284,7m4y_3_3648,7d1a_4_1495,7m4y_33_2720,6th6_34_291,7o7y_15_1114,6th6_15_344,6th6_8_2422,6me0_15_1115,7o7y_19_1457,7m4y_13_7939,6zu5_10_2937,6th6_48_1337,7m4y_6_1958,7d1a_4_807,7o7y_0_11532,3q1q_4_463,7m4y_3_3365,6zu5_7_487,3igi_5_576,7o7y_71_928,7m4y_85_220,6th6_12_1392,6th6_9_748,7aih_0_1001,6me0_7_509,6th6_64_445,7m4y_10_479,7o7y_22_429,7m4y_12_1331,5t83_0_388,2a64_3_680,7m4y_43_1348,7o7y_3_3471,6th6_53_471,7m4y_35_918,7o7y_49_1429,7o7y_68_895,7o7y_0_8425,7m4y_18_1615,6th6_5_9167,7o7y_3_3228,7o7y_68_936,7o7y_3_4744,3igi_0_457,6me0_4_573,7m4y_69_457,6me0_1_546,6frk_0_479,6th6_53_531,6th6_64_448,7o7y_3_2973,6me0_4_572,7m4y_13_5306,3igi_1_790,6zu5_2_754,6th6_51_569,7aih_2_732,7o7y_7_1348,6zu5_16_521,7ez2_2_209,6th6_44_438,6th6_64_417,7o7y_31_761,7m4y_57_158,7aih_1_546,6th6_52_1616,7m4y_27_649,7m4y_19_531,7o7y_2_1697,7m4y_10_480,7m4y_41_169,7o7y_38_164,3ndb_0_523,6th6_5_13092,2gdi_0_332,7d1a_4_1220,3igi_1_576,3p49_0_1244,7m4y_35_1052,7m4y_61_404,7m4y_7_532,6me0_11_669,6zu5_9_356,7m4y_13_8857,7m4y_57_157,7m4y_62_620,7aih_8_169,6th6_5_8265,7o7y_2_1755,6th6_11_1299,7o7y_35_949,7m4y_13_9506,6th6_39_578
644	8	1	6zu5_29_1106	6zu5_29_1106,6th6_11_1142,6th6_65_791,6zu5_18_1457,6th6_13_1067,6th6_10_2488,7c79_0_820,7o7y_50_1087,6zu5_28_321,7o7y_0_13257,7o7y_53_1320,7m4y_39_308,7o7y_88_1303,7m4y_16_656,6me0_15_1261,7o7y_50_1588,6me0_2_562,7m4y_5_469,7m4y_38_1109,7o7y_41_506,7m4y_9_610,7m4y_64_434,6zu5_11_1043,6th6_48_1418,3igi_2_663,3p49_0_932,2z75_1_849,6th6_5_10308,7m4y_128_520,6th6_8_2426,3q1q_3_1636,7o7y_19_1478,7o7y_0_14368,6zu5_5_3657,6me0_11_671,6th6_48_1194,6zu5_10_2568,7m4y_12_1556,6th6_5_8682,7m4y_19_540,3q1q_4_512,7o7y_15_792,7m4y_68_1234,7o7y_2_1703,6th6_76_882,6th6_6_1277,6frk_1_717,7m4y_33_1421,6zu5_29_1029,6th6_76_724,7o7y_48_778,7o7y_3_4824,3p49_0_796,7m4y_46_898,7o7y_53_1147,6th6_5_12906,6zu5_5_2679,7m4y_38_1329,6th6_5_8140,6th6_27_1076,7o7y_2_1702,7o7y_48_860,6th6_8_2161,6th6_6_1543,7m4y_13_5641,7m4y_128_459,7m4y_76_1043,7o7y_50_1020,6th6_52_1716,7o7y_0_8692,6th6_10_1861,7o7y_100_518,7m4y_6_3085,7m4y_13_6219,6zu5_10_3501,7o7y_49_1103,7o7y_23_967,6zu5_10_4027,7o7y_3_4639,6th6_5_9901,7o7y_8_753,6th6_12_1946,7o7y_0_13919,2a64_3_832,7o7y_0_13922,6th6_24_2563,6th6_15_354,7ez2_0_786,7m4y_13_7073,7m4y_76_807,6zu5_10_3870,6th6_24_3481,7m4y_34_399,6th6_13_1091,7m4y_16_587,7m4y_53_681,7o7y_116_790,6zu5_10_3038,6zu5_10_4129,6zu5_7_491,3q1q_6_399,7o7y_3_3781,6th6_24_2566,2a64_3_599,6th6_12_1522,7o7y_25_615,7m4y_33_2152,7o7y_51_519,7o7y_37_744,6th6_43_574,7m4y_72_575,6th6_19_687,7m4y_33_2465,7m4y_3_3756,7m4y_7_528,7o7y_116_773,6th6_37_257,7m4y_37_320,6zu5_5_2677,7m4y_12_1200,7ez2_0_983,6th6_13_919,6th6_65_715,7o7y_50_1021,6th6_36_842,7m4y_3_5031,4wfl_0_827,6me0_15_1704,7o7y_0_11960,6zu5_5_3158,7m4y_92_548,6zu5_5_2135,7o7y_8_637,7d1a_4_1166,6th6_10_2215,7m4y_52_203,7m4y_10_541,6zu5_7_557,6th6_23_663,6th6_6_1407,6th6_23_889,7m4y_13_8686,6th6_33_687,7o7y_19_1221,7o7y_3_4183,7m4y_78_553,7m4y_3_4171,6frk_1_777,7o7y_7_1569,7m4y_3_4532,7ez2_3_281,6zu5_4_1468,3pdr_1_244,7m4y_13_7467,6th6_5_11890,7m4y_33_1422,7m4y_33_1781,6th6_5_14088,6th6_5_9337,6zu5_10_2616,6th6_5_9683,7o7y_0_13570,7m4y_33_2686,7o7y_49_1667,7m4y_53_1177,6th6_11_1079,6th6_38_771,6th6_33_606,7m4y_12_1099,3p49_0_722,6zu5_11_1080,2z75_0_398,3igi_5_571,7o7y_0_8429,6th6_24_2205,6th6_65_786,6th6_5_11199,7m4y_60_593,7o7y_0_10685,7o7y_44_1255,2z75_1_851,7o7y_0_9802,7m4y_16_655,6th6_5_11448,7m4y_44_146,6th6_64_375,7o7y_3_3325,6th6_60_767,6th6_27_1075,6me0_15_1572,7m4y_50_684,7m4y_19_453,6th6_52_1017,7m4y_12_1139,6th6_27_1128,6zu5_10_2363,6zu5_11_1161,6th6_9_785,7o7y_19_1498,7o7y_50_1728,7o7y_3_4713,7o7y_53_1342,6th6_8_2427,7o7y_44_1433,7o7y_0_12243,6me0_15_1578,7m4y_3_3360,5t83_0_389,6th6_27_1825,7m4y_64_435,6th6_6_1580,7o7y_41_604,7m4y_78_701,6zu5_5_2294,7o7y_50_1884,7ez2_0_912,7o7y_53_1191,6th6_35_606,7m4y_19_541,6zu5_16_589,7o7y_79_231,7o7y_7_1114,6th6_65_613,7m4y_9_609,6zu5_26_611,6th6_24_2204,7o7y_12_1659,7m4y_3_5093,7m4y_6_2140,7dvq_0_361,6me0_4_470,4wfl_0_778,3q1q_3_1285,6th6_83_715,7o7y_68_932,7o7y_49_1102,7o7y_3_4869,7o7y_0_9392,3p49_0_1291,7o7y_2_1599,7m4y_39_305,6zu5_10_3163,6th6_5_11947,7o7y_18_777,6th6_8_2279,6th6_83_672,7ez2_4_615,6th6_34_289,4p8z_2_371,7o7y_50_1332,6th6_64_374,6zu5_10_3178,6th6_56_1054,6zu5_5_3633,6me0_2_518,7m4y_3_4614,7o7y_12_1008,7o7y_48_592,7o7y_44_1432,6th6_5_9436,6zu5_10_4130,6th6_41_658,7o7y_49_1144,6me0_1_514,6th6_12_1665,6me0_7_506,7m4y_13_6720,7o7y_59_252,6me0_7_429,6th6_5_8611,7o7y_66_1113,7m4y_38_1320,6zu5_5_2295,7m4y_61_407,7o7y_3_3451,7m4y_3_3453,7m4y_3_2684,7m4y_3_3251,6th6_38_853,7o7y_30_609,6th6_8_2478,7m4y_18_1733,7o7y_49_1274,6zu5_19_385,6th6_6_1408,7o7y_3_2971,3igi_2_829,6th6_48_1347,7o7y_3_3034,7m4y_35_840,6zu5_5_2718,6th6_54_365,7o7y_34_669,3q1q_6_398,7m4y_6_2145,7m4y_38_911,7o7y_19_1128,6th6_48_1404,7m4y_4_621,7c79_0_1093,2z75_1_536,7m4y_3_3411,7o7y_68_899,7m4y_68_1185,7o7y_30_405,6th6_24_2595,7o7y_66_969,7o7y_19_1013,7m4y_7_518,6zu5_5_2293,7m4y_46_906,7d1a_4_1371,6zu5_10_3819,6th6_48_984,6th6_5_9678,6th6_10_2489,7o7y_3_2886,7o7y_37_725,7m4y_3_3859,7o7y_0_8554,7m4y_69_453,7o7y_44_1434,6th6_60_802,7m4y_9_702,6zu5_7_558,6th6_33_605,7o7y_0_12380,6zu5_24_676,7m4y_46_989,2z75_1_611,7o7y_32_302,7o7y_0_13627,7o7y_100_517,3igi_1_585,3q1q_3_1635,7m4y_13_7301,7o7y_7_1540,7m4y_38_1283,6th6_35_632,7m4y_64_433,7m4y_6_2176,7m4y_53_749,7m4y_38_1153,7m4y_46_1041,7o7y_19_1132,7m4y_6_3052,2z75_1_610,7ez2_4_402,6th6_48_1096,7o7y_0_11557,3q1q_4_506,6zu5_31_550,2z75_1_656,6zu5_11_850,7m4y_38_1006,7m4y_18_934,7m4y_1_865,7m4y_13_7579,6zu5_11_964,7o7y_2_1752,6th6_24_3016,7m4y_13_7358,7m4y_6_1865,7o7y_19_1406,7o7y_15_791,5fjc_1_418,7aih_1_468,2a64_3_840,3igi_2_585,7o7y_0_8523,7o7y_53_1280,7o7y_3_4270,7o7y_19_1455,7m4y_5_468,7d1a_4_1562,6zu5_16_588,6zu5_11_856,7m4y_50_673,7o7y_59_253,6th6_5_10173,6th6_5_9429,6th6_11_1078,7o7y_0_12454,7o7y_50_1333,7m4y_37_319,2z75_1_537,7o7y_15_602,6th6_15_440,7aih_2_739,5fjc_1_435,6th6_5_10569,7d1a_4_1162,6zu5_29_1028,6th6_24_3460,6th6_29_809,6th6_27_1526,6th6_15_351,7o7y_51_526,6th6_56_1183,7o7y_7_1320,3igi_5_522,6th6_5_10137,7m4y_53_680,6zu5_10_3868,7m4y_11_919,6th6_8_3027,7m4y_3_4914,7m4y_53_1178,3q1q_3_1416,6th6_5_11810,7m4y_13_6871,7m4y_43_855,7m4y_35_1294,6zu5_2_906,2z75_0_397,7m4y_31_610,6th6_8_2978,7o7y_3_3221,6th6_12_1941,3q1q_3_1268,7ez2_0_982,6me0_4_469,6th6_5_9317,6th6_27_1826,3p49_0_723,7o7y_19_1020,7m4y_92_415,6th6_10_1699,6zu5_10_2929,6th6_60_764,7m4y_4_838,6th6_24_2439,6th6_52_1044,6zu5_5_2528,6th6_56_1182,7o7y_3_3010,3ndb_1_266,6th6_6_1056,7m4y_3_3640,6me0_15_1639,7o7y_59_228,7aih_2_522,7o7y_3_4714,6me0_15_1104,7o7y_3_3470,7m4y_12_1530,7o7y_0_14366,6zu5_18_1421,6zu5_10_3507,7m4y_3_4177,7o7y_31_827,7o7y_71_1155,6th6_5_12902,7m4y_72_511,7m4y_31_655,7m4y_46_983,7o7y_3_4747,7m4y_11_631,7o7y_30_390,6th6_13_959,7o7y_23_1595,7o7y_18_770,6th6_19_686,7m4y_3_5094,6th6_51_634,7o7y_0_14510,6th6_27_1356,7o7y_49_1032,7o7y_3_3785,7m4y_13_8683,7o7y_0_9457,7m4y_52_202,7m4y_3_4527,7aih_0_552,6th6_11_1269,7m4y_44_134,6th6_12_1525,7m4y_35_877,7m4y_62_604,3igi_3_740,7o7y_49_1031,6th6_10_2434,7o7y_25_576,6frk_1_631,7o7y_0_13520,7o7y_0_13224,6zu5_21_543,6th6_52_1524,6th6_20_339,6th6_29_527,7o7y_57_130,7m4y_3_3761,7o7y_53_1064,2gdi_0_285,3igi_0_644,7m4y_12_1306,6zu5_24_855,4p8z_2_381,2a64_3_633,6zu5_10_3045,7o7y_31_984,6me0_7_598,6th6_38_843,7m4y_33_2049,7o7y_44_1695,7o7y_3_4175,6zu5_31_566,7o7y_3_3329,6zu5_18_1081,7d1a_4_1485,3pdr_0_1300,6th6_27_1359,3pdr_1_241,7m4y_11_762,6th6_13_1044,6zu5_10_3558,3q1q_3_1670,6th6_8_2278,6zu5_28_285,7o7y_22_427,7o7y_69_534,7m4y_33_2527,6th6_27_1897,6th6_29_629,7d1a_4_1213,7m4y_40_537,7o7y_0_15205,6th6_13_832,7o7y_71_941,7aih_2_700,7m4y_13_8217,7m4y_33_2644,7m4y_29_922,6th6_20_340,7aih_0_901,4wfl_0_707,7o7y_100_716,6th6_23_888,7m4y_3_4220,7m4y_6_2021,7o7y_2_1289,6th6_5_13809,7o7y_0_15206,7m4y_4_835,6zu5_23_202,6th6_6_1097,6th6_19_999,7c79_0_1074,7m4y_61_364,6th6_5_11591,6frk_1_778,6th6_27_1896,6th6_24_2074,6me0_4_659,3igi_1_583,7m4y_50_918,6frk_0_568,7o7y_0_11651,6th6_5_11844,6th6_5_12966,7m4y_10_540,6th6_11_1270,6me0_5_350,7o7y_44_1254,7m4y_13_8755,6th6_5_10172,7m4y_70_492,7o7y_0_14444,6zu5_5_2134,6th6_53_544,7m4y_33_2383,7m4y_13_6707,7m4y_6_1864,7o7y_100_718,6th6_24_2073,6me0_4_658,7o7y_3_3446,6me0_11_577,7o7y_11_480,7m4y_13_7302,7m4y_10_483,7o7y_49_1758,7m4y_35_1171,7ez2_1_392,7m4y_13_8622,7ez2_0_1035,7m4y_72_510,7m4y_19_399,6th6_5_12850,6me0_7_596,7m4y_53_1283,3q1q_3_1214,6th6_6_1455,7m4y_62_654,7o7y_68_743,7o7y_31_954,7o7y_31_727,7o7y_68_898,7m4y_3_4565,7o7y_30_608,7o7y_68_742,7o7y_31_762,6th6_5_12325,6th6_24_2432,7aih_8_171,7d1a_8_280,7o7y_0_10692,7d1a_8_372,3ndb_0_552,7aih_1_564,7o7y_0_11298,7o7y_31_979,6th6_5_12607,6zu5_6_405,6th6_38_600,7o7y_71_841,7m4y_78_700,6th6_5_13810,6zu5_2_885,6th6_29_802,7o7y_68_931,7ez2_2_235,7o7y_69_570,6zu5_2_680,7m4y_13_6527,7o7y_79_194,7m4y_13_6477,7m4y_13_6792,6zu5_10_3933,7m4y_62_615,7o7y_23_1397,6th6_5_9651,6th6_56_866,7o7y_0_11428,7o7y_3_4746,7o7y_11_494,6zu5_5_2423,7m4y_13_6569,7o7y_66_965,7o7y_3_4215,3igi_0_514,7aih_8_130,7aih_8_131,6th6_5_8688
